alias_previous_symbol	index
DKFZp566E104	33010
TIF-IA	33010
C1orf66	33015
CGI-41	33015
METTL25B	33015
NNP-1	33016
Nop52	33016
NOP52	33016
RRP1A	33016
D21S2056E	33016
KIAA0179	33017
Nnp1	33017
RRP1	33017
PPP1R136	33017
CGI-96	33018
Rrp7	33018
RRP7B	33019
dJ222E13.2	33019
KIAA0409	33020
NML	33020
RNU3IP2	33021
U3-55K	33021
KIAA0690	33022
KIAA0507	33023
CGI-115	33023
C6orf153	33024
dJ20C7.4	33024
KIAA0112	33025
RS	33027
XLRS1	33027
FLJ11164	33028
HemW	33028
cig5	33029
viperin	33029
vig1	33029
FLJ11220	33030
ROSBIN	33030
FLJ42526	33031
FLJ45813	33031
MGC71764	33031
RS1	33032
HBXAP	33033
XAP8	33033
RSF-1	33033
p325	33033
FLJ25006	33036
SgK494	33036
PBK1	33037
L12	33037
DKFZP564M182	33037
CSIG	33037
UTP30	33037
C15orf15	33038
HRP-L30-iso	33038
L30	33038
RPL24L	33038
RPL24	33038
RPL30BP	33039
RSL24D1P	33039
RPL24p	33039
dJ97D16.2	33039
RSL24D1P19	33042
RPL24P1	33044
dJ836N17.3	33044
TSGA2	33050
FLJ32753	33050
RSP44	33050
RSPH10A	33050
CILD24	33050
RSHL2	33051
dJ111C20.1	33051
RSP3	33051
RSHL3	33052
dJ412I7.1	33052
FLJ37974	33052
RSPH6B	33052
CILD11	33052
RSHL1	33053
RSP4	33053
RSP6	33053
RSPH4B	33053
MRPS18AL1	33054
C6orf206	33054
FLJ30845	33054
CILD12	33054
RTDR1	33057
FLJ40906	33058
RSPONDIN	33058
MGC35555	33059
THSD2	33060
FLJ14440	33060
C20orf182	33061
dJ824F16.3	33061
KIAA1972	33062
MGC12197	33063
BM-011	33063
SRrp53	33063
SFRS21	33063
FLJ11021	33064
C1orf63	33065
DJ465N24.2.1	33065
RSP-1	33066
FLJ31034	33066
Y214H10.6	33067
FLJ36353	33070
RTCD1	33071
RPC	33071
RTC1	33071
C22orf28	33073
HSPC117	33073
FAAP	33073
C20orf41	33074
bK3184A7.3	33074
NHL	33074
DKFZP434C013	33074
KIAA1088	33074
RTEL	33074
KIAA0252	33077
C20orf43	33078
RTFDC1	33078
HSPC164	33078
CDAO5	33078
B5	33079
PLEKHK1	33080
Em:AC024597.2	33080
bA531F24.1	33080
FLJ39352	33080
PEG11	33081
MART1	33081
Mar1	33081
SIRH2	33081
HUR1	33081
ZCCHC5	33082
FLJ38865	33082
Mar3	33082
Mart3	33082
ZHC5	33082
SIRH9	33082
ZCCHC16	33083
Mart4	33083
Mar4	33083
FLJ46608	33083
SIRH11	33083
RGAG4	33084
KIAA2001	33084
Mar5	33084
Mart5	33084
SIRH8	33084
LDOC1L	33085
dJ1033E15.2	33085
DKFZp761O17121	33085
Mart6	33085
Mar6	33085
SIRH3	33085
FAM127B	33086
DKFZP564B147	33086
MAR8A	33086
CXX1b	33086
SIRH6	33086
FAM127C	33087
MAR8B	33087
CXX1c	33087
SIRH4	33087
CXX1	33088
FAM127A	33088
Mart8	33088
Mar8	33088
MAR8C	33088
SIRH5	33088
RGAG1	33089
KIAA1318	33089
Mart9	33089
Mar9	33089
SIRH10	33089
C22orf29	33090
FLJ21125	33090
BOP	33090
NSP	33091
SPG12	33092
NSP2	33092
NSPL1	33092
NSPL2	33093
NSPLII	33093
ASYIP	33093
HAP	33093
RTN3-A1	33093
RTN3PS	33094
NSP-CL	33095
KIAA0886	33095
NOGO	33095
ASY	33095
NIMP	33096
NOGOR	33097
NGRH2	33098
NgR3	33098
DKFZp547J144	33098
NgR2	33099
NGRH1	33099
MGC35450	33100
Z3CXXC1	33100
MGC78665	33101
Z3CXXC2	33101
TMEM7	33102
LTM1	33102
Z3CXXC3	33102
IFRG28	33103
Z3CXXC4	33103
C2orf85	33104
CXXC11	33104
FLJ33590	33104
Z3CXXC5	33104
C14orf166	33105
CGI-99	33105
RLLM1	33105
CLE	33105
CLE7	33105
LCRP369	33105
hCLE1	33105
DKFZP434G145	33108
KIAA0226	33109
rubicon	33109
rundataxin	33109
C13orf18	33110
KIAA0226L	33110
FLJ21562	33110
PACER	33110
FLJ22251	33111
ZFYVE12	33111
RABIP4	33111
RABIP4R	33113
FLJ10063	33113
KIAA1537	33113
ZFYVE13	33113
RIPx	33114
KIAA0871	33114
Singar1	33114
ZFYVE30	33114
FLJ46536	33115
ZFYVE31	33115
DKFZp761H0421	33116
RPIP8	33117
RAP2IP	33117
RPIP9	33119
RPIB9	33119
AML1	33120
CBFA2	33120
PEBP2A2	33120
AMLCR1	33120
C21orf96	33121
FLJ20856	33121
AML1T1	33122
CBFA2T1	33122
CDR	33122
ETO	33122
MTG8	33122
ZMYND2	33122
CCD	33123
CBFA1	33123
CCD1	33123
AML3	33123
PEBP2A1	33123
PEBP2aA1	33123
CBFA3	33125
AML2	33125
PEBP2A3	33125
NESCA	33127
C1orf104	33128
FLJ35976	33128
KIAA0375	33129
C16orf58	33130
FLJ13868	33130
TIP49	33131
NMP238	33131
RVB1	33131
TIP49a	33131
Pontin52	33131
ECP54	33131
TIH1	33131
Rvb1	33131
INO80H	33131
RVB2	33133
TIP48	33133
TIP49b	33133
Reptin52	33133
ECP51	33133
TIH2	33133
INO80J	33133
Rvb2	33133
PTD013	33135
RWDD1L1	33137
RWDD2	33138
MGC13523	33138
dJ747H23.2	33138
C21orf6	33139
GL011	33139
DKFZP566K023	33140
RSUME	33140
FAM28A	33141
RWDD4A	33141
MGC10198	33141
FAM28BP	33142
FAM28CP	33143
LGR7	33144
RXFPR1	33144
LGR8	33145
GREAT	33145
GPR106	33145
INSL3R	33145
RXFPR2	33145
RLN3R1	33146
SALPR	33146
GPCR135	33146
RXFPR3	33146
GPR100	33147
RLN3R2	33147
GPCR142	33147
RXFPR4	33147
NR2B1	33148
NR2B2	33149
H-2RIIBP	33149
RCoR-1	33149
NR2B3	33150
TMEM5	33151
HP10481	33151
TMEM5-AS1	33152
YEAF1	33153
AAP1	33153
DEDAF	33153
JTK5A	33154
D3S3195	33154
RYK1	33154
JTK5	33154
RYKL1	33155
JTK5B	33155
RYKP	33155
JTK5	33155
MHS	33156
MHS1	33156
CCO	33156
RYR	33156
PPP1R137	33156
ARVD2	33157
ARVC2	33157
VTSIP	33157
TCONS_l2_00009005	33159
EDG1	33160
edg-1	33160
D1S3362	33160
CD363	33160
EDG5	33161
DFNB68	33161
Gpcr13	33161
H218	33161
AGR16	33161
EDG3	33162
EDG-3	33162
EDG6	33163
EDG8	33164
Edg-8	33164
S100A	33165
S100-alpha	33165
S100L	33166
CAN19	33166
S100E	33167
MTS1	33168
CAPL	33168
P9KA	33168
18A2	33168
PEL98	33168
42A	33168
FSP1	33168
S100D	33169
CACY	33170
2A9	33170
PRA	33170
CABP	33170
PSOR1	33171
S100A7c	33171
S100A15	33172
S100A7L1	33172
S100A7f	33172
s100a7b	33173
S100A7L3	33174
s100a7d	33174
S100A7L4	33175
s100a7e	33175
CAGA	33176
CFAG	33176
P8	33176
MRP8	33176
60B8AG	33176
CGLA	33176
CAGB	33177
CFAG	33177
P14	33177
MIF	33177
NIF	33177
LIAG	33177
MRP14	33177
MAC387	33177
60B8AG	33177
CGLB	33177
ANX2LG	33178
CAL1L	33178
P11	33178
42C	33178
CLP11	33178
S100C	33179
S100A14	33180
S100A11P	33180
p6	33190
MRP6	33190
CGRP	33190
CAAF1	33190
CAGC	33190
ENRAGE	33190
S100A15	33192
BCMP84	33192
S100F	33194
DT1P1A7	33194
MGC17528	33194
S100beta	33195
CALB3	33196
CABP9K	33196
CABP1	33196
FLJ12903	33198
S100PBPR	33198
Gm625	33199
S100-zeta	33199
SAA	33200
PIG4	33200
TP53I4	33200
SAA3	33203
C-SAA	33204
CSAA	33204
FLJ41463	33205
HSU79266	33206
SHD1	33206
SAC1	33207
KIAA0851	33207
ARSACS	33208
KIAA0730	33208
DKFZp686B15167	33208
DNAJC29	33208
SPAX6	33208
PPP1R138	33208
AOS1	33210
FLJ3091	33210
Sua1	33210
HET	33211
SAFB1	33211
KIAA0138	33212
ARRESTIN	33213
RP47	33213
SAGE	33214
CT14	33214
TBS	33218
Hsal1	33218
ZNF794	33218
SALL1P	33219
KIAA0360	33220
Hsal2	33220
ZNF795	33220
ZNF796	33221
dJ1112F19.1	33222
ZNF797	33222
SAL-RNA1	33230
XLOC_023166	33230
SAL-RNA2	33231
XLOC_025931	33231
SAL-RNA3	33232
XLOC_025918	33232
bA73O6.2	33234
FLJ34032	33234
SAMD4	33235
KIAA1053	33235
DKFZP434H0350	33235
Smaug	33235
SMG	33235
SMGA	33235
hSmaug1	33235
FLJ10211	33236
MGC99832	33236
SMGB	33236
hSmaug2	33236
dJ875H10.1	33237
DKFZp686E1583	33238
FLJ25082	33239
SMSr	33239
C7orf5	33240
KIAA2004	33240
FLJ20073	33240
C7orf6	33241
KIAA2005	33241
FLJ39885	33241
C20orf136	33242
MGC45873	33243
FLJ39458	33245
C8orf26	33246
NCRNA00252	33246
FLJ36890	33248
FAM15A	33249
C14orf174	33249
FLJ35963	33249
SBBI88	33250
Mg11	33250
HDDC1	33250
MOP-5	33250
AGS5	33250
CGI-51	33251
TRG-3	33251
YNL026W	33251
OMP85	33251
TOB55	33251
SAM50	33251
LINC01212	33253
NASH1	33254
SASH2	33254
SH3D6B	33254
HACS1	33254
SLy2	33254
SAP18p	33256
2HOR0202	33256
MGC27131	33256
FLJ00248	33260
ENST00000608794	33262
HCNGP	33263
HTRG	33263
HTRP	33263
FLJ11526	33264
NS4ATP2	33264
FLJ38109	33265
GALNT10-AS1	33265
FLJ12761	33266
C6orf26	33267
NG23	33267
C6orf26-AS1	33268
C9orf140	33269
p42.3	33269
SARA1	33274
SAR1	33274
Sara	33274
SARAP	33275
SAR1P1	33275
hsSARA-p	33275
SARAP1	33275
dJ88J8.3	33275
SAR1P2	33276
Em:AC026226.2	33276
SARA1P	33276
SAR1P3	33277
SARA2	33279
TMEM66	33280
MGC8721	33280
DMGDHL1	33281
SDH	33281
SARM	33282
SAMD2	33282
KIAA0524	33282
THO1	33283
Hcc-1	33283
CIP29	33283
SARS	33284
SERS	33284
SARSM	33285
FLJ20450	33285
mtSerRS	33285
SerRSmt	33285
SARS	33285
SERS	33285
SYS	33285
Ara1	33286
Snu66	33286
SNRNP110	33286
HAF	33286
KIAA0156	33287
RP11-13G14	33287
TIP110	33287
p110	33287
KIAA0790	33288
dJ323M4.1	33288
SH3D6A	33288
CXorf9	33289
SLY	33289
753P9	33289
SH3D6C	33289
HACS2	33289
DKFZp761A078	33290
SAS-6	33290
FLJ22097	33290
SAS6	33290
SAT	33291
SSAT	33291
SSAT2	33292
KIAA1034	33295
FLJ21474	33295
WW45	33298
WWP4	33298
salvador	33298
C9orf138	33299
FAM154A	33299
MGC35182	33299
FAM154B	33300
DKFZp666G057	33300
C6orf64	33301
FLJ11101	33301
CGI-97	33302
FLJ10917	33302
SDS	33302
SWDS	33302
SBDSP	33303
MTMR5	33304
DENND7A	33304
CMT4B2	33307
KIAA1766	33307
MTMR13	33307
DENND7B	33307
Sbk	33309
SGK069	33310
SgK110	33311
MOP3	33312
FLJ10701	33312
FLJ10833	33312
Sno	33312
KIAA0963	33314
FLJ00173	33314
Stno	33314
Sno	33314
UNQ698	33315
HLAR698	33315
C8orf84	33316
RPESP	33316
DESP4P1	33317
SC5DL	33318
ATXN7-AS1	33319
SR-A1	33320
FLJ00034	33320
SFRS15	33321
KIAA1172	33321
DKFZp434E098	33321
SRA4	33321
RBM16	33322
KIAA1116	33322
SFRS2IP	33323
SRSF2IP	33323
SIP1	33323
SRRP129	33323
CASP11	33323
C9orf126	33324
FLJ36664	33324
NET40	33324
SCAMP37	33325
C1orf3	33328
FLJ33847	33329
MGC24969	33330
SDP1	33331
RAZ1	33331
SCAND2	33332
KIAA0199	33334
ZNF291	33335
Zfp291	33335
CSR1	33336
CSR	33336
MSLR1	33336
APC7	33336
MSRL1	33336
FLJ23907	33337
MGC45780	33337
NET33	33337
CD36L1	33338
SRB1	33338
CLA-1	33338
CLA1	33338
SR-BI	33338
CD36L2	33339
HLGP85	33339
LIMPII	33339
SR-BII	33339
LIMP-2	33339
SREC	33340
KIAA0149	33340
SREC1	33340
SREC-II	33341
SREC2	33341
HUMZD58C02	33341
ACA35	33342
mgU2-25/61	33343
HBII-382	33343
HBI-100	33344
ACA26	33345
U87	33346
U88	33347
U90	33348
U92	33349
mgU2-19/30	33350
Z32	33350
U85	33352
ACA57	33353
U89	33354
U93	33355
U100	33356
ACA45	33357
ACA47	33358
mgU12-22/U4-8	33359
U91	33359
U109	33360
SCARNA18A	33360
ACA66	33362
ACA68	33363
SCARNA21A	33363
ACA11	33365
ACA12	33366
ZL1	33370
CD163c-alpha	33371
LINC02081	33372
CTD-2357A8.3	33372
XLOC_012582	33372
CBX5-AS1	33373
EYS-AS1	33374
CGI-49	33375
NET11	33375
SCDOS	33376
FADS5	33376
SCD4	33377
ACOD4	33377
FLJ21032	33377
FADS4	33377
HSCD5	33377
SCDP	33378
FLJ21667	33379
MGC22531	33379
C14orf163	33381
RA410	33381
KIAA0917	33381
STXBP1L2	33381
SLY1	33381
STXBP1L1	33382
FLJ39514	33382
CHGC	33383
SgII	33383
SN	33383
SgIII	33384
FLJ90833	33384
SGNE1	33385
7B2	33385
SgV	33385
UGB	33387
CC10	33387
CCSP	33387
CC16	33387
Abpa1p	33388
SCGB4A1P	33389
SCGB1B3	33390
SCGB4A4	33390
RYD5	33391
LPHA	33393
LIPA	33393
MGC71958	33393
LPHB	33394
LIPB	33394
IIS	33395
SCGB1D1P1	33396
MGB2	33397
UGB3	33397
LPHC	33397
MGC71973	33397
MGB1	33398
PSBP1	33398
UGB2	33398
MGC71974	33398
Abpbg1p	33399
SCGBL	33400
SCGB4A2	33400
C2B	33401
SCGB4A3P	33401
UGRP2	33402
HIN-1	33402
HIN1	33402
LU105	33402
PnSP-2	33402
UGRP1	33403
LU103	33403
PNSP1	33403
SECRET	33404
DJ501N12.8	33404
SEGN	33404
CALBL	33404
SCHIP-1	33405
LINC00913	33406
PCAT11	33406
C17orf87	33407
DTFT5783	33407
UNQ5783	33407
FLJ32580	33407
MGC163426	33407
MGC163428	33407
KIAA1905	33408
hCAP-1A	33409
FLJ30655	33409
SCL	33410
Scml3	33411
dJ47M23.1	33416
SCN1	33417
FEB3	33417
Nav1.1	33417
GEFSP2	33417
HBSCI	33417
NAC1	33417
SMEI	33417
SCN2A1	33420
SCN2A2	33420
Nav1.2	33420
HBSCII	33420
HBSCI	33420
Nav1.3	33422
HSA243396	33423
HYKPP	33424
Nav1.4	33424
HYPP	33424
SkM1	33424
LQT10	33425
CMD1E	33426
Nav1.5	33426
LQT3	33426
HB1	33426
HBBD	33426
PFHB1	33426
IVF	33426
HB2	33426
HH1	33426
SSS1	33426
CDCD2	33426
CMPD2	33426
ICCD	33426
SCN6A	33427
Nav2.1	33427
Nav2.2	33427
NaG	33427
MED	33428
Nav1.6	33428
NaCh6	33428
PN4	33428
CerIII	33428
CIAT	33428
Nav1.7	33429
PN1	33429
NE-NA	33429
NENA	33429
ETHA	33429
Nav1.8	33430
hPN3	33430
SNS	33430
PN3	33430
SCN12A	33431
Nav1.9	33431
NaN	33431
SNS-2	33431
MGC3180	33432
SCNN1	33433
ENaCalpha	33433
ENaCbeta	33434
ENaCdelta	33435
dNaCh	33435
ENaCgamma	33436
SCNEG	33436
SCOD1	33437
MYP6	33438
SCO1L	33438
HRIHFB2072	33439
SCOCO	33439
UNC-69	33439
C20orf79	33443
dJ1068E13.2	33443
HSD22	33443
C20orf78	33444
dJ1068E13.1	33444
RISC	33445
SCRG-1	33446
KIAA0147	33447
SCRB1	33447
Vartul	33447
KIAA0193	33448
FLJ23142	33450
DKFZp547F072	33451
ZNF898	33451
ZNF898B	33452
Cegf1	33459
Cegb1	33459
FLJ16792	33459
CEGF3	33460
FLJ34743	33460
SCXA	33461
SCXB	33461
bHLHa48	33461
bHLHa41	33461
KRTAP28-1	33462
KRTAP28-2	33463
KRTAP28-3	33464
KRTAP28-4	33465
KRTAP28-5	33466
KRTAP28-6	33467
KRTAP28-7	33468
KRTAP28-8	33469
KRTAP28p1	33470
KRTAP28-9	33470
KRTAP28p2	33471
KRTAP28-10	33471
NTKL	33472
HT019	33472
P105	33472
GKLP	33472
NKTL	33472
TAPK	33472
TRAP	33472
TEIF	33472
MGC78454	33472
KIAA1360	33473
CVAK104	33473
PACE-1	33475
PACE1	33475
FLJ10498	33476
SDC	33482
CD138	33482
syndecan	33482
SYND1	33482
HSPG	33483
HSPG1	33483
fibroglycan	33483
SYND2	33483
CD362	33483
N-syndecan	33484
SYND3	33484
SYND4	33485
amphiglycan	33485
ryudocan	33485
SYCL	33487
MDA-9	33487
ST-2	33488
SITAC18	33488
NY-CO-8	33494
CCCAP	33494
SLSN7	33494
NPHP10	33494
BBS16	33494
C1orf55	33495
FLJ35382	33495
AP000553.C22.4	33497
OTTHUMT00000075032	33497
Cab45	33498
SDH2	33499
FP	33499
SDHF	33499
LYRM8	33500
PGL2	33501
C11orf79	33501
FLJ20487	33501
SDH5	33501
ACN9	33502
DC11	33502
Sdh7	33502
LYRM10	33502
C6orf57	33503
Sdh8	33503
SDHAL1	33504
SDHALP1	33504
SDHAL2	33505
SDHALP2	33505
SDHAL	33506
SDHACL	33506
SDH1	33507
SDH	33507
PGL3	33508
CYB560	33508
cybL	33508
PGL	33513
PGL1	33513
cybS	33513
FLJ31425	33522
FLJ10832	33524
KIAA1514	33524
SDR-O	33525
RDHS	33525
RDHE2	33526
RDH-E2	33526
EPHD-2	33526
SDR16C6	33527
C14orf124	33528
HCDI	33528
HSPC105	33529
SDH	33536
SDS-RS1	33537
cSDH	33537
OG9	33538
OG9X	33538
SEC11L1	33540
SPC18	33540
sid2895	33540
SPCS4A	33540
SEC11L2	33541
SPCS4B	33541
SEC11L3	33542
SPC21	33542
SPCS4C	33542
D3S1231E	33543
SEC13L1	33543
SEC13R	33543
npp-20	33543
SEC14L	33545
PRELID4A	33545
C22orf6	33547
TAP	33547
SPF	33547
KIAA1186	33547
KIAA1658	33547
TAP1	33547
TAP2	33548
TAP3	33549
dJ130H16.5	33549
KIAA0420	33550
PRELID4B	33550
KIAA0310	33552
p250	33552
Sec16L	33552
LZTR2	33553
RGPR	33553
PGPR-p117	33553
Sec16S	33553
SEC22L2	33554
SEC22L1	33555
ERS-24	33555
SEC22B2	33556
SEC22B3	33557
SEC22L3	33559
MGC13261	33559
MGC5373	33559
CDAN2	33562
CDA-II	33562
CDAII	33562
HEMPAS	33562
p125	33563
1/2-SBSRNA4	33567
KIAA0079	33568
KIAA0755	33569
SEC31L1	33570
KIAA0905	33570
ABP125	33570
ABP130	33570
SEC31L2	33571
SEC31B-1	33571
DKFZP434M183	33571
FLJ10578	33573
SSS1	33575
TLOC1	33578
Dtrp1	33578
HTP1	33578
SEC63L	33580
PRO2507	33580
ERdj2	33580
DNAJC23	33580
SBP2	33583
KIAA0256	33584
K12	33585
SEH1A	33586
SEH1B	33586
Seh1	33586
SEC13L	33586
IBD2	33587
SEL1L1	33587
Hrd3	33587
C20orf50	33588
DKFZp434C1826	33588
KIAA0746	33589
ELAM1	33590
ELAM	33590
ESEL	33590
CD62E	33590
hSP56	33591
hSBP	33591
LPSB	33591
SEP15	33592
C11orf31	33593
SELH	33593
EPT1	33594
KIAA1724	33594
SELI	33594
SEPI	33594
SELK	33595
SELM	33599
SEPM	33599
RSMD1	33600
MDRS1	33600
SEPN1	33600
SELN	33600
RSS	33600
SELO	33601
SEPP1	33603
SeP	33603
SELP	33603
SEPP	33603
VIMP	33604
SELS	33604
MGC2553	33604
SBBI8	33604
AD-015	33604
SEPS1	33604
SELT	33605
SELV	33608
SEPW1	33609
SELW	33609
SEPW1P	33610
LYAM1	33611
LNHR	33611
LSEL	33611
LAM1	33611
LAM-1	33611
hLHRc	33611
Leu-8	33611
Lyam-1	33611
PLNHR	33611
CD62L	33611
GRMP	33612
CD62	33612
PSEL	33612
PADGEM	33612
GMP140	33612
CD62P	33612
PSGL-1	33613
CD162	33613
SHFD1	33614
SHFM1	33614
C7orf76	33614
DSS1	33614
Shfdg1	33614
ECD	33614
SHSF1	33614
FLJ42280	33614
SHFM1P	33615
SHFM1P1	33615
DSS1P1	33615
SEMAD	33616
SEMA1	33616
SemD	33616
coll-1	33616
Hsema-I	33616
SEMAA	33617
SemA	33617
semaV	33617
LUCA-1	33617
sema5	33617
SEMAE	33619
SemE	33619
coll-2	33620
Sema-Z2	33620
SEMAH	33621
M-SemaK	33621
KIAA0331	33621
coll-5	33621
SEMAK	33622
Sema4	33622
RBM5-AS1	33623
FLJ00014	33624
sem2	33624
SEMAB	33625
SemB	33625
FLJ12287	33625
CORD10	33625
SEMAC	33626
SemC	33626
KIAA1745	33626
MGC131831	33626
SEMAI	33627
Semacl1	33627
Semaf	33627
SEMAJ	33628
C9orf164	33628
CD100	33628
coll-4	33628
FLJ39737	33628
SEMAM	33629
SEMAW	33629
FLJ20590	33630
KIAA1619	33630
SEMAF	33631
semF	33631
SEMAG	33633
SemG	33633
KIAA1445	33633
FLJ10372	33633
SEMAQ	33634
KIAA1368	33634
SEMA6A1	33634
SEMA	33634
HT018	33634
SEMAN	33637
semaZ	33637
SEMA-VIB	33637
SEM-SEMA-Y	33637
KIAA1869	33638
KIAA1479	33639
FLJ11598	33639
SEMAL	33640
H-Sema-L	33640
CD108	33640
SEMG	33641
CT103	33641
SGII	33642
FLI1-AS1	33643
SMT3IP2	33645
KIAA1331	33645
DKFZp762A2316	33645
AXAM2	33645
DKFZP586K0919	33646
SSP3	33646
DKFZp762A152	33646
SMT3IP1	33646
Ulp1	33646
MGC27076	33648
SUSP1	33649
KIAA0797	33649
PRSC2	33651
NEDP1	33651
DEN1	33651
HsT17512	33651
SPS	33652
SPS1	33652
SPS2	33659
SPS2b	33659
SEPHS1P5	33660
SLA/LP	33661
SLA	33661
DIFF6	33663
SEPT1	33663
PNUTL3	33663
DIFF6	33664
NEDD5	33664
SEPT2	33664
KIAA0158	33664
hNedd5	33664
Pnutl3	33664
SEPT2P1	33665
SEP3	33666
SEPT3	33666
PNUTL2	33667
C17orf47	33667
SEPT4	33667
H5	33667
CE5B3	33667
hucep-7	33667
ARTS	33667
hCDCREL-2	33667
MART	33667
FLJ40121	33667
SEPT4-AS1	33668
PNUTL1	33669
SEPT5	33669
HCDCREL-1	33669
H5	33669
SEPT6	33670
KIAA0128	33670
SEP2	33670
SEPT2	33670
MGC16619	33670
MGC20339	33670
CDC10	33671
SEPT7	33671
CDC3	33671
SEPT7A	33671
SEPT7-AS1	33672
SEPTIN7-AS1	33672
CDC10P	33673
SEPT7P1	33673
SEPT7B	33674
SEPT13	33674
SEPT7P2	33674
DKFZp313J1114	33674
SEPT7P3	33675
SEPT7P4	33676
SEPT7P5	33677
SEPT7P6	33678
SEPT7P7	33679
SEPT7P8	33680
CDC10L	33681
SEPT7L	33681
SEPT7P9	33681
bA291L22.2	33681
SEPT8	33688
KIAA0202	33688
SEP2	33688
MSF	33689
SEPT9	33689
MSF1	33689
KIAA0991	33689
PNUTL4	33689
AF17q25	33689
SeptD1	33689
SEPT10	33691
FLJ11619	33691
SEPT10P1	33692
SEPT11	33693
FLJ10849	33693
SEPT12	33694
FLJ25410	33694
SEPT14	33695
FLJ44060	33695
SEPT14P1	33696
SEPT14P2	33697
SEPT14P3	33698
SEPT14P4	33699
SEPT14P5	33700
SEPT14P6	33701
SEPT14P7	33702
SEPT14P8	33703
SEPT14P10	33704
SEPT14P11	33705
SEPT14P12	33706
SEPT14P13	33707
SEPT14P14	33708
SEPT14P15	33709
SEPT14P16	33710
SEPT14P17	33711
SEPT14P18	33712
SEPT14P19	33713
SEPT14P20	33714
SEPT14P21	33715
SEPT14P22	33716
SEPT14P23	33717
SEPT14P24	33718
FLJ14917	33719
PAI-RBP1	33720
DKFZP564M2423	33720
CGI-55	33720
HABP4L	33720
PAIRBP1	33720
CHD3IP	33720
SERBP1P	33721
SERF1	33727
H4F5	33727
4F5	33727
FAM2A	33727
SMAM1	33727
FAM2B	33729
H4F5C	33729
H4F5rel	33730
4F5REL	33730
FAM2C	33730
HsT17089	33730
DelGEF	33731
Gnefr	33731
HS126B42	33732
BK126B4.1	33732
dJ222E13.1	33732
TDE2	33734
TMS-2	33734
TDE1L	33734
KIAA1253	33734
TDE2L	33735
FKSG84	33735
PRO0899	33735
TDE2	33735
TDE1	33736
DIFF33	33736
TDE	33736
SBBI99	33736
TMS-1	33736
AIGP1	33736
FLJ40363	33737
C5orf12	33738
TPO1	33738
RAMP4	33739
FLJ43424	33739
C13orf21	33740
bA269C23.1	33740
PI	33741
AAT	33741
A1A	33741
PI1	33741
alpha-1-antitrypsin	33741
A1AT	33741
alpha1AT	33741
PIL	33742
SERPINA2P	33742
ATR	33742
ARGS	33742
AACT	33743
ACT	33743
PI4	33744
KST	33744
KAL	33744
KLST	33744
kallistatin	33744
PLANH3	33745
PCI	33745
PAI3	33745
PROCI	33745
CBG	33746
TBG	33747
CENTERIN	33749
SERPINA11b	33749
GCET1	33749
PZI	33750
ZPI	33750
OL-64	33752
Vaspin	33752
SERPINA13	33753
UNQ6121	33753
ELANH2	33755
EI	33755
PI2	33755
anti-elastase	33755
PLANH2	33756
PAI2	33756
HsT1201	33756
SCC	33757
SCCA1	33757
T4-A	33757
HsT1196	33757
SCCA2	33758
PI11	33758
LEUPIN	33758
SCCA-2	33758
SCCA1	33758
PI5	33759
maspin	33759
PI6	33760
DFNB91	33760
PTI	33760
CAP	33760
MEGSIN	33761
PI8	33762
CAP2	33762
PI8L1	33763
SERPINB11	33763
SERPINBP1	33763
PI9	33764
CAP3	33764
MGC39372	33765
PI10	33766
bomapin	33766
EPIPIN	33767
YUKOPIN	33768
PI13	33769
HUR7	33769
hurpin	33769
headpin	33769
AT3	33770
ATIII	33770
MGC22579	33770
HCF2	33771
HC-II	33771
HLS2	33771
HC2	33771
D22S673	33771
PLANH1	33772
PAI1	33772
PAI	33772
PI7	33773
PN1	33773
GDN	33773
PNI	33773
nexin	33773
PEDF	33776
EPC-1	33776
PIG35	33776
PLI	33777
API	33777
ALPHA-2-PI	33777
A2AP	33777
AAP	33777
C1NH	33778
C1IN	33778
C1-INH	33778
HAE1	33778
HAE2	33778
C1INH	33778
CBP1	33779
CBP2	33779
SERPINH2	33779
HSP47	33779
colligen	33779
SERPINHP1	33780
bA571F15.6	33780
pshsp47	33780
PI12	33781
PI14	33782
PANCPIN	33782
TSA2004	33782
MEPI	33782
pancpin	33782
SEI1	33783
TRIP-Br1	33783
TRIP-Br2	33784
KIAA0127	33784
Sei-2	33784
RBT1	33785
DJ667H12.2	33786
C1orf133	33787
C13orf36	33788
LINC00890	33789
SEST1	33790
PA26	33790
SES2	33791
DKFZp761M0212	33791
HI95	33791
SEST2	33791
SEST3	33792
MGC29667	33792
DKFZp434O0515	33793
Solo	33793
PHAPII	33794
2PP2A	33794
IPP2A2	33794
TAF-IBETA	33794
IGAAD	33794
TAF-I	33794
SEB	33795
KIAA0437	33795
KIAA0339	33797
Set1	33797
KMT2F	33797
KIAA1076	33798
Set1B	33798
KMT2G	33798
HYPB	33799
HIF-1	33799
KIAA1732	33799
FLJ23184	33799
KMT3A	33799
C14orf154	33800
FLJ23027	33800
C21orf27	33801
C21orf18	33801
FLJ10707	33803
FLJ21148	33804
KIAA1717	33806
SET7	33806
SET7/9	33806
Set9	33806
KMT7	33806
C5orf35	33807
MGC33648	33807
KG1T	33808
KIAA0067	33808
ESET	33808
KMT1E	33808
TDRD21	33808
C13orf4	33809
CLLD8	33809
CLLL8	33809
KMT1F	33809
metnase	33810
SETP19	33811
